ticker,company_name,exchange,icb_l2,group,close_raw,outstanding_shares,free_float,free_float_ratio,float_cap,market_cap_vendor,mcap_gap,sessions_21,value_21,adv_21,turnover_21_pct,fol_limit,adj_factor
LPB,LPBank,HOSE,Banks,Banks - Private,53800,2987282100,2688553890,0.9,1.446441993e+14,1.60715777e+14,0,21,1.182457497e+13,5.630749986e+11,8.174938939,,1
MBB,MBBank,HOSE,Banks,Banks - State,20450,10068749885,5034374942,0.5,1.029529676e+14,2.059059351e+14,0,21,7.502740473e+12,3.572733558e+11,7.287541729,,1
MCH,Masan Consumer,HOSE,Food & Beverage,Food - Staples & Beverage,136200,1307404949,261480989,0.1999999994,3.56137107e+13,1.780685541e+14,0,21,1.757734122e+12,8.370162483e+10,4.935554557,,1
MSB,MSB Bank,HOSE,Banks,Banks - Private,16050,3120000000,2184000000,0.7,3.50532e+13,5.0076e+13,0,21,3.703126721e+12,1.763393676e+11,10.56430432,,0.8332996885
MSN,Masan Group,HOSE,Food & Beverage,Food - Staples & Beverage,67200,1460374611,876224766,0.5999999996,5.888230428e+13,9.813717386e+13,0,21,5.711883358e+12,2.719944456e+11,9.700509224,,1
MWG,Mobile World Investment,HOSE,Retail,Consumer Retail,74000,1475765646,1106824234,0.7499999997,8.190499332e+13,1.092066578e+14,0,21,9.277550092e+12,4.417880996e+11,11.32720939,,1
NAB,Nam A Bank,HOSE,Banks,Banks - Private,11900,2158822282,1727057825,0.7999999997,2.055198812e+13,2.568998516e+13,0,21,5.70163392e+11,2.715063771e+10,2.774249327,,1
NKG,Nam Kim Steel,HOSE,Basic Resources,Steel,11200,492323961,369242970,0.7499999985,4.135521264e+12,5.514028363e+12,0,21,4.377630878e+11,2.084586132e+10,10.58543917,,1
NLG,Nam Long Investment,HOSE,Real Estate,Real Estate - Residential,22650,485097383,388077906,0.7999999992,8.789964571e+12,1.098745572e+13,0,21,1.171960034e+12,5.580762064e+10,13.33293239,,1
NT2,Nhon Trach 2 Power,HOSE,Utilities,Utilities,21750,287876029,86362808,0.2999999976,1.878391074e+12,6.261303631e+12,0,21,3.44894072e+11,1.642352724e+10,18.36114304,,1
NVL,Novaland,HOSE,Real Estate,Real Estate - Residential,13550,2402067972,1321137384,0.5499999998,1.790141155e+13,3.254802102e+13,0,21,6.427913395e+12,3.060911141e+11,35.90729913,,1
OCB,OCB Bank,HOSE,Banks,Banks - Private,10950,3062510126,918753037,0.2999999997,1.006034576e+13,3.353448588e+13,0,21,9.607649717e+11,4.575071294e+10,9.550019403,,1
PAN,The PAN Group,HOSE,Food & Beverage,Food - Agriculture,20700,250673166,112802924,0.4499999972,2.335020527e+12,5.188934536e+12,0,21,1.870041772e+11,8904960821,8.008673804,,1
PC1,PC1 Group,HOSE,Construction & Materials,Construction Contractors,20750,411285343,246771205,0.5999999981,5.120502504e+12,8.534170867e+12,0,21,9.152398054e+11,4.358284788e+10,17.8740232,,1
PDR,Phat Dat Real Estate,HOSE,Real Estate,Real Estate - Residential,12100,997809379,598685627,0.5999999996,7.244096087e+12,1.207349349e+13,0,21,1.931123383e+12,9.195825634e+10,26.65789299,,1
PHR,Phuoc Hoa rubber,HOSE,Chemicals,Chemicals,58500,135499198,47424719,0.3499999978,2.774346062e+12,7.926703083e+12,0,21,4.675944936e+11,2.226640446e+10,16.85422378,,0.5427
PLX,Petrolimex,HOSE,Oil & Gas,Oil & Gas,36650,1270592235,127059223,0.09999999961,4.656720523e+12,4.656720541e+13,0,21,1.7029317e+12,8.109198571e+10,36.5693344,,1
PNJ,Phu Nhuan Jewelry,HOSE,Personal & Household Goods,Consumer Retail,35050,511721959,460549763,0.8999999998,1.614226919e+13,1.793585466e+13,0,21,7.502303671e+12,3.572525558e+11,46.47614026,,1
POW,PV Power,HOSE,Utilities,Utilities,13750,3067845688,613569137,0.1999999998,8.436575634e+12,4.218287821e+13,0,21,3.506198484e+12,1.669618326e+11,41.55949802,,1
PVD,PetroVietNam Drilling & Well,HOSE,Oil & Gas,Oil & Gas,18700,927742191,463871095,0.4999999995,8.674389476e+12,1.734877897e+13,0,21,2.726774677e+12,1.298464132e+11,31.43477341,,1
PVT,PVTrans,HOSE,Industrial Goods & Services,Logistics,20100,516918938,258459469,0.5,5.195035327e+12,1.039007065e+13,0,21,1.411759393e+12,6.722663776e+10,27.17516444,,1
REE,Refrigeration Electrical Engineering,HOSE,Utilities,Utilities,47150,622899036,218014662,0.349999999,1.027939131e+13,2.936968955e+13,0,21,5.443294178e+11,2.592044847e+10,5.295346789,,1
SAB,SABECO,HOSE,Food & Beverage,Food - Staples & Beverage,46300,1282562372,141081860,0.1099999993,6.532090118e+12,5.938263782e+13,0,21,8.809127905e+11,4.194822812e+10,13.48592525,,1
SBT,Thanh Thanh Cong - Bien Hoa Sugar,HOSE,Food & Beverage,Food - Agriculture,21600,906415042,543849025,0.5999999998,1.174713894e+13,1.957856491e+13,0,21,6.982779807e+11,3.325133241e+10,5.944238714,,1
SHB,SHB,HOSE,Banks,Banks - Private,11850,5343703838,4007777878,0.7499999999,4.749216785e+13,6.332289048e+13,0,21,1.541507864e+13,7.340513638e+11,32.45814907,,1
SIP,SVGR CORP,HOSE,Real Estate,Real Estate - Industrial,51100,242112943,108950824,0.4499999986,5.567387106e+12,1.237197139e+13,0,21,1.324164964e+11,6305547450,2.37843164,,1
SJS,SJ Group,HOSE,Real Estate,Real Estate - Residential,47350,297474828,237979862,0.7999999987,1.126834647e+13,1.408543311e+13,0,21,6.139479676e+11,2.92356175e+10,5.448429985,,1
SSB,SeABank,HOSE,Banks,Banks - Private,15450,3428800000,1885840000,0.55,2.9136228e+13,5.297496e+13,0,21,2.16690462e+12,1.031859343e+11,7.437148762,,1
SSI,SSI Securities,HOSE,Financial Services,Financial Services,25300,2501097752,1750768426,0.6999999998,4.429444118e+13,6.327777313e+13,0,21,1.160146266e+13,5.524506027e+11,26.19168986,,0.7993
STB,Sacombank,HOSE,Banks,Banks - Private,74100,1885215716,1790954930,0.9499999999,1.327097603e+14,1.396944846e+14,0,21,6.923227374e+12,3.29677494e+11,5.216818535,,1
TAL,Taseco Land,HOSE,Real Estate,Real Estate - Residential,24750,503999708,151199912,0.2999999992,3.742197822e+12,1.247399277e+13,0,21,1.272506752e+11,6059555960,3.400426199,,1
TCB,Techcombank,HOSE,Banks,Banks - Private,31500,7086240414,3897432227,0.5499999999,1.227691152e+14,2.23216573e+14,0,21,1.038982985e+13,4.947538026e+11,8.462901962,,1
TCH,Hoang Huy Investment Financial Services,HOSE,Real Estate,Real Estate - Commercial,12200,912109224,547265534,0.5999999996,6.676639515e+12,1.112773253e+13,0,21,1.28283855e+12,6.108755002e+10,19.21383576,,0.9091
TCX,TCBS Securities,HOSE,Financial Services,Financial Services,40500,2774453325,416167998,0.1499999997,1.685480392e+13,1.123653597e+14,0,21,1.585610589e+12,7.550526614e+10,9.407469803,,1
TPB,TPBank,HOSE,Banks,Banks - Private,14700,2774046873,1525725780,0.5499999999,2.242816897e+13,4.077848903e+13,0,21,3.046283841e+12,1.450611353e+11,13.58240098,,1
VCB,Vietcombank,HOSE,Banks,Banks - State,59700,8355675094,919124260,0.11,5.487171832e+13,4.988338031e+14,0,21,6.431319484e+12,3.062533088e+11,11.72064532,,1
VCG,Vinaconex Group,HOSE,Construction & Materials,Construction Contractors,16150,698176245,383996934,0.5499999989,6.201550484e+12,1.127554636e+13,0,21,1.076712655e+12,5.127203121e+10,17.3619913,,1
VCI,Vietcap Securities,HOSE,Financial Services,Financial Services,22050,1152231925,864173943,0.7499999993,1.905503544e+13,2.540671395e+13,0,21,4.700114317e+12,2.238149675e+11,24.66599619,,1
VCK,VPS Securities,HOSE,Financial Services,Financial Services,30800,2434919704,608729926,0.25,1.874888172e+13,7.499552688e+13,0,21,1.593609457e+12,7.58861646e+10,8.499757374,,1
VGC,Viglacera Corporation,HOSE,Construction & Materials,Building Materials,40800,448350000,53802000,0.12,2.1951216e+12,1.829268e+13,0,21,3.681078124e+11,1.752894345e+10,16.76935858,,1
VHC,Vinh Hoan Corp.,HOSE,Food & Beverage,Food - Agriculture,53100,209453159,83781263,0.3999999971,4.448785065e+12,1.112196274e+13,0,21,3.506840668e+11,1.669924128e+10,7.882692952,,1
VHM,Vinhomes,HOSE,Real Estate,Real Estate - Residential,73800,8214824008,2464447202,0.3,1.818762035e+14,6.062540118e+14,0,21,1.972819246e+13,9.394377361e+11,10.84704435,,1
VIB,VIBBank,HOSE,Banks,Banks - Private,14800,3404005710,1872203140,0.5499999999,2.770860647e+13,5.037928451e+13,0,21,3.631387926e+12,1.729232346e+11,13.10563174,,0.9132
VIC,VinGroup,HOSE,Real Estate,Real Estate - Residential,215500,7762186429,2328655928,0.2999999999,5.018253525e+14,1.672751175e+15,1.494543861e-16,21,1.997500151e+13,9.51190548e+11,3.980468784,,1
VIX,VIX Securities,HOSE,Financial Services,Financial Services,14300,2450287772,2450287772,1,3.503911514e+13,3.503911514e+13,0,21,1.410974034e+13,6.718923969e+11,40.26854068,,0.9524
VJC,Vietjet Air,HOSE,Travel & Leisure,Travel & Leisure,127700,769092961,269182536,0.3499999995,3.437460985e+13,9.821317112e+13,0,21,4.92497079e+12,2.345224186e+11,14.32735037,,1
VND,VNDIRECT,HOSE,Financial Services,Financial Services,16800,1522299908,1141724931,0.75,1.918097884e+13,2.557463845e+13,0,21,4.757948486e+12,2.265689755e+11,24.8055562,,1
VNM,Vinamilk,HOSE,Food & Beverage,Food - Staples & Beverage,61800,2089955445,835982178,0.4,5.16636986e+13,1.291592465e+14,0,21,7.312904466e+12,3.48233546e+11,14.15482179,,1
VPB,VPBank,HOSE,Banks,Banks - Private,25700,7933923601,4363657980,0.5499999999,1.121460101e+14,2.039018365e+14,0,21,8.439073627e+12,4.018606489e+11,7.525077014,,1
VPI,Van Phu - Invest,HOSE,Real Estate,Real Estate - Residential,59700,320049577,160024788,0.4999999984,9.553479844e+12,1.910695975e+13,0,21,2.297982871e+12,1.094277558e+11,24.05388307,,0.9091
VPL,Vinpearl,HOSE,Travel & Leisure,Travel & Leisure,78400,1793300377,268995056,0.1499999997,2.108921239e+13,1.405947496e+14,0,21,1.741389695e+12,8.292331882e+10,8.257253344,,1
VPX,VPBank Securities,HOSE,Financial Services,Financial Services,25750,1875000000,375000000,0.2,9.65625e+12,4.828125e+13,0,21,1.821127073e+12,8.672033679e+10,18.85956839,,1
VRE,Vincom Retail,HOSE,Real Estate,Real Estate - Commercial,25450,2272318410,908927364,0.4,2.313220141e+13,5.783050353e+13,0,21,3.219295836e+12,1.532998017e+11,13.91694538,,1
VSC,Vietnam Container Shipping,HOSE,Industrial Goods & Services,Logistics,14850,374370362,355651843,0.9499999976,5.281429869e+12,5.559399876e+12,0,21,3.196053122e+12,1.521930058e+11,60.51492118,,1
VTP,Viettel Post,HOSE,Industrial Goods & Services,Logistics,55000,201885171,80754068,0.399999998,4.44147374e+12,1.11036844e+13,0,21,7.294523935e+11,3.473582826e+10,16.42365657,,1
